Gene	Symbol|Child_inf_vs_control	Mouse.gene.name|Mouse_FOOTDay2inf_vs_control	logFC|Adult_inf_vs_control	logFC|Child_inf_vs_control	logFC|Mouse_LNDay2inf_vs_control	logFC|Mouse_FOOTDay2inf_vs_control	FDR|Adult_inf_vs_control	FDR|Child_inf_vs_control	FDR|Mouse_LNDay2inf_vs_control	FDR|Mouse_FOOTDay2inf_vs_control	-logPFDR|Adult_inf_vs_control	-logPFDR|Child_inf_vs_control	-logPFDR|Mouse_LNDay2inf_vs_control	-logPFDR|Mouse_FOOTDay2inf_vs_control	DEG|Adult_inf_vs_control	DEG|Child_inf_vs_control	DEG|Mouse_LNDay2inf_vs_control	DEG|Mouse_FOOTDay2inf_vs_control	Number_UP	Number_DOWN
ENSG00000140995	DEF8	Def8	-1.5914	-0.3094	0.4254	-0.2929	0.0000	0.0062	0.0002	0.0027	9.4353	2.2047	3.7322	2.5766	DOWN	NO	NO	NO	0	1
ENSG00000105447	GRWD1	Grwd1	-1.0835	-0.0141	0.4231	0.0509	0.0000	0.9551	0.0001	0.6008	7.8508	0.0200	4.2161	0.2213	DOWN	NO	NO	NO	0	1
ENSG00000144290	SLC4A10	Slc4a10	-2.5736	-0.8345	0.4226	-1.3810	0.0000	0.0000	0.1262	0.0192	10.9281	5.8210	0.8988	1.7174	DOWN	NO	NO	NO	0	1
ENSG00000161920	MED11	Med11	-1.3338	0.1500	0.4210	-0.0737	0.0000	0.1210	0.0024	0.6410	6.4855	0.9174	2.6207	0.1931	DOWN	NO	NO	NO	0	1
ENSG00000107371	EXOSC3	Exosc3	-1.0699	-0.0273	0.4204	0.4055	0.0000	0.6014	0.0004	0.0013	8.1656	0.2208	3.4105	2.8755	DOWN	NO	NO	NO	0	1
ENSG00000165060	FXN	Fxn	-1.0764	-0.9023	0.4170	-0.0415	0.0000	0.0000	0.0172	0.8417	8.7471	22.4802	1.7639	0.0748	DOWN	NO	NO	NO	0	1
ENSG00000198918	RPL39	Rpl39	-0.1961	-1.0011	0.4169	-0.1784	0.3354	0.0000	0.0005	0.1026	0.4744	27.2588	3.3331	0.9890	NO	DOWN	NO	NO	0	1
ENSG00000132768	DPH2	Dph2	-1.2870	-0.2855	0.4122	-0.0160	0.0000	0.0074	0.0001	0.9009	7.3778	2.1319	4.2588	0.0453	DOWN	NO	NO	NO	0	1
ENSG00000166145	SPINT1	Spint1	-1.4463	0.2174	0.4085	0.1329	0.0000	0.4502	0.0034	0.1740	5.8827	0.3466	2.4712	0.7594	DOWN	NO	NO	NO	0	1
ENSG00000136824	SMC2	Smc2	-1.4508	-0.7700	0.4067	-0.3995	0.0000	0.0000	0.0002	0.0005	13.4921	24.6757	3.6975	3.3284	DOWN	NO	NO	NO	0	1
ENSG00000175792	RUVBL1	Ruvbl1	-1.8251	-0.4696	0.4065	0.2462	0.0000	0.0000	0.0008	0.0306	13.0357	5.7212	3.1149	1.5142	DOWN	NO	NO	NO	0	1
ENSG00000146731	CCT6A	Cct6a	-1.0985	-0.3380	0.4054	0.1089	0.0000	0.0000	0.0000	0.1347	11.2660	9.4157	5.0521	0.8707	DOWN	NO	NO	NO	0	1
ENSG00000117281	CD160	Cd160	-1.3661	-0.4688	0.4035	0.7058	0.0000	0.0009	0.0113	0.0258	6.9172	3.0399	1.9465	1.5885	DOWN	NO	NO	NO	0	1
ENSG00000175334	BANF1	Banf1	-1.0233	0.3302	0.3965	0.0718	0.0000	0.0816	0.0000	0.3224	4.9281	1.0883	5.1090	0.4917	DOWN	NO	NO	NO	0	1
ENSG00000181938	GINS3	Gins3	-1.1137	-0.3196	0.3960	-0.0759	0.0000	0.0020	0.0009	0.6329	4.3706	2.7024	3.0453	0.1987	DOWN	NO	NO	NO	0	1
ENSG00000059573	ALDH18A1	Aldh18a1	-2.0755	-0.6382	0.3952	0.1888	0.0000	0.0000	0.0000	0.0227	13.8416	11.9508	4.5200	1.6441	DOWN	NO	NO	NO	0	1
ENSG00000184271	POU6F1	Pou6f1	-1.3304	-0.8573	0.3951	-0.1164	0.0000	0.0000	0.0000	0.1026	5.4134	5.5200	5.5214	0.9889	DOWN	NO	NO	NO	0	1
ENSG00000243238	IGKV2-30	Igkv2-112	-2.2847	0.5688	0.3948	0.8822	0.0001	0.0257	0.4490	0.8687	3.9102	1.5892	0.3478	0.0612	DOWN	NO	NO	NO	0	1
ENSG00000167106	FAM102A	Fam102a	-0.7976	-1.4308	0.3948	0.0489	0.0114	0.0000	0.0000	0.5602	1.9424	19.6108	4.9355	0.2517	NO	DOWN	NO	NO	0	1
ENSG00000014919	COX15	Cox15	-1.5654	0.3260	0.3935	0.5285	0.0000	0.0000	0.0002	0.0000	8.4572	18.5498	3.7614	5.0615	DOWN	NO	NO	NO	0	1
ENSG00000137310	TCF19	Tcf19	-1.1090	-0.2499	0.3925	-0.6157	0.0000	0.0281	0.0025	0.0000	6.6271	1.5516	2.5997	4.5171	DOWN	NO	NO	NO	0	1
ENSG00000278845	MRPL45	Mrpl45	-1.0980	-0.6953	0.3923	-0.0310	0.0000	0.0000	0.0009	0.8166	7.1701	16.6383	3.0470	0.0880	DOWN	NO	NO	NO	0	1
ENSG00000102317	RBM3	Rbm3	0.5205	-1.7287	0.3909	0.2562	0.0006	0.0000	0.0000	0.0016	3.2148	49.4855	4.7520	2.7916	NO	DOWN	NO	NO	0	1
ENSG00000101361	NOP56	Nop56	-1.2761	-0.1592	0.3899	0.0078	0.0000	0.0943	0.0000	0.9344	10.5513	1.0255	5.0991	0.0295	DOWN	NO	NO	NO	0	1
ENSG00000182504	CEP97	Cep97	-1.1152	-0.3954	0.3847	-0.6607	0.0000	0.0000	0.0001	0.0000	11.0615	15.2007	4.2757	5.4962	DOWN	NO	NO	NO	0	1
ENSG00000166197	NOLC1	Nolc1	-1.1923	-0.3186	0.3810	0.0071	0.0000	0.0000	0.0000	0.9496	12.8097	8.8861	4.3391	0.0225	DOWN	NO	NO	NO	0	1
ENSG00000227191	TRGC2	Tcrg-V1	-1.2448	-0.4590	0.3746	0.4781	0.0000	0.0000	0.2761	0.7369	6.8928	5.7305	0.5589	0.1326	DOWN	NO	NO	NO	0	1
ENSG00000149136	SSRP1	Ssrp1	-1.0044	-0.2698	0.3725	-0.0149	0.0000	0.0167	0.0000	0.8516	10.3152	1.7777	5.2418	0.0698	DOWN	NO	NO	NO	0	1
ENSG00000126883	NUP214	Nup214	-1.1036	0.2377	0.3712	0.0517	0.0000	0.0002	0.0000	0.5482	7.7825	3.7295	4.5302	0.2611	DOWN	NO	NO	NO	0	1
ENSG00000145604	SKP2	Skp2	-1.6501	-0.3656	0.3711	-0.2348	0.0000	0.0000	0.0450	0.2506	13.5072	13.9393	1.3471	0.6010	DOWN	NO	NO	NO	0	1
ENSG00000094916	CBX5	Cbx5	-1.5826	-0.9526	0.3697	-0.0470	0.0000	0.0000	0.0000	0.4675	7.0835	31.2774	5.5243	0.3302	DOWN	NO	NO	NO	0	1
ENSG00000189339	SLC35E2B	Slc35e2	-1.7553	-0.6477	0.3608	-0.1148	0.0000	0.0000	0.0000	0.1679	10.8125	15.3556	4.3152	0.7748	DOWN	NO	NO	NO	0	1
ENSG00000132406	TMEM128	Tmem128	-1.1282	-0.2484	0.3606	0.4652	0.0000	0.0001	0.0000	0.0000	7.3809	4.0778	4.5086	5.5421	DOWN	NO	NO	NO	0	1
ENSG00000171657	GPR82	Gpr82	-2.1428	-0.4890	0.3601	0.5205	0.0000	0.0037	0.4397	0.3845	7.7471	2.4271	0.3568	0.4151	DOWN	NO	NO	NO	0	1
ENSG00000101546	RBFA	Rbfa	-1.2783	-0.6247	0.3570	-0.1186	0.0000	0.0000	0.0158	0.4394	7.5544	5.1198	1.8021	0.3571	DOWN	NO	NO	NO	0	1
ENSG00000120526	NUDCD1	Nudcd1	-1.7406	-0.2678	0.3558	0.2080	0.0000	0.0000	0.0059	0.1070	13.2741	4.8268	2.2299	0.9708	DOWN	NO	NO	NO	0	1
ENSG00000164011	ZNF691	Zfp691	-1.8077	0.1385	0.3495	0.0537	0.0000	0.0912	0.0055	0.7453	8.0320	1.0399	2.2622	0.1277	DOWN	NO	NO	NO	0	1
ENSG00000054219	LY75	Ly75	-1.2670	-0.4030	0.3468	0.6914	0.0000	0.0000	0.0008	0.0002	9.5544	9.5287	3.0793	3.6829	DOWN	NO	NO	NO	0	1
ENSG00000037897	METTL1	Mettl1	-1.1832	0.0211	0.3463	0.1402	0.0002	0.9405	0.0013	0.1740	3.6265	0.0266	2.8756	0.7595	DOWN	NO	NO	NO	0	1
ENSG00000163528	CHCHD4	Chchd4	-1.7472	-0.0845	0.3453	0.1968	0.0000	0.1760	0.0083	0.1356	9.9508	0.7545	2.0784	0.8677	DOWN	NO	NO	NO	0	1
ENSG00000107672	NSMCE4A	Nsmce4a	-1.3169	-0.6708	0.3450	0.0195	0.0000	0.0000	0.0012	0.8788	10.8182	21.4535	2.9288	0.0561	DOWN	NO	NO	NO	0	1
ENSG00000091039	OSBPL8	Osbpl8	-1.2852	-0.2463	0.3433	0.5367	0.0000	0.0004	0.0001	0.0000	8.4168	3.4191	4.2083	6.2388	DOWN	NO	NO	NO	0	1
ENSG00000092201	SUPT16H	Supt16	-1.0865	-0.2572	0.3421	-0.0221	0.0000	0.0000	0.0002	0.8373	12.7423	7.1993	3.8047	0.0771	DOWN	NO	NO	NO	0	1
ENSG00000162396	PARS2	Pars2	-1.8888	-0.2010	0.3421	-0.0473	0.0001	0.2516	0.0084	0.7715	4.1918	0.5993	2.0750	0.1127	DOWN	NO	NO	NO	0	1
ENSG00000175893	ZDHHC21	Zdhhc21	-1.1074	-0.8620	0.3413	0.1995	0.0000	0.0000	0.0001	0.0093	12.2336	20.9208	4.0640	2.0314	DOWN	NO	NO	NO	0	1
ENSG00000066583	ISOC1	Isoc1	-1.3553	-0.2718	0.3412	0.5145	0.0000	0.0000	0.0001	0.0000	13.9830	4.3487	4.2441	6.3830	DOWN	NO	NO	NO	0	1
ENSG00000077152	UBE2T	Ube2t	-1.6345	-0.5252	0.3400	-0.3294	0.0000	0.0011	0.1778	0.1935	7.8013	2.9545	0.7501	0.7134	DOWN	NO	NO	NO	0	1
ENSG00000172113	NME6	Nme6	-1.3891	-0.3638	0.3385	0.1217	0.0000	0.0000	0.0289	0.3961	8.8069	10.0804	1.5386	0.4022	DOWN	NO	NO	NO	0	1
ENSG00000213380	COG8	Cog8	-1.6723	-0.4083	0.3331	0.3166	0.0000	0.0003	0.0002	0.0010	9.5867	3.5667	3.6310	3.0194	DOWN	NO	NO	NO	0	1
ENSG00000272617	COG8	Cog8	-2.2997	-0.3023	0.3331	0.3166	0.0000	0.0009	0.0002	0.0010	11.2518	3.0566	3.6310	3.0194	DOWN	NO	NO	NO	0	1
ENSG00000103356	EARS2	Ears2	-1.4252	-0.5287	0.3326	0.0215	0.0000	0.0000	0.0102	0.9061	10.6840	10.2441	1.9919	0.0428	DOWN	NO	NO	NO	0	1
ENSG00000111875	ASF1A	Asf1a	-1.1209	-0.5174	0.3313	0.1415	0.0000	0.0000	0.0969	0.5430	11.7932	14.7282	1.0138	0.2652	DOWN	NO	NO	NO	0	1
ENSG00000083845	RPS5	Rps5	-0.8692	-1.0694	0.3310	-0.0936	0.0000	0.0000	0.0000	0.1648	5.4962	11.1469	4.4802	0.7830	NO	DOWN	NO	NO	0	1
ENSG00000140265	ZSCAN29	Zscan29	-1.0958	0.0878	0.3308	0.2028	0.0000	0.0285	0.0001	0.0154	7.4306	1.5455	4.0947	1.8114	DOWN	NO	NO	NO	0	1
ENSG00000111860	CEP85L	Cep85l	-0.9463	-1.0433	0.3306	0.9823	0.0000	0.0000	0.1300	0.0000	9.5391	40.7570	0.8860	4.3036	NO	DOWN	NO	NO	0	1
ENSG00000138442	WDR12	Wdr12	-1.8910	-0.5302	0.3292	-0.2685	0.0000	0.0000	0.0191	0.0760	13.7799	15.9318	1.7182	1.1189	DOWN	NO	NO	NO	0	1
ENSG00000148835	TAF5	Taf5	-1.1342	0.0140	0.3291	0.2516	0.0000	0.8397	0.0076	0.0518	9.1314	0.0759	2.1195	1.2861	DOWN	NO	NO	NO	0	1
ENSG00000267796	LIN37	Lin37	-1.0785	0.6462	0.3246	0.1270	0.0000	0.0266	0.0327	0.4526	4.4168	1.5748	1.4850	0.3443	DOWN	NO	NO	NO	0	1
ENSG00000177455	CD19	Cd19	-1.7416	-0.7173	0.3228	-0.6563	0.0000	0.0004	0.0013	0.0039	8.8601	3.3895	2.8761	2.4132	DOWN	NO	NO	NO	0	1
ENSG00000104408	EIF3E	Eif3e	-1.0017	-0.6862	0.3207	-0.0430	0.0000	0.0000	0.0020	0.7013	7.8447	26.4921	2.6993	0.1541	DOWN	NO	NO	NO	0	1
ENSG00000068654	POLR1A	Polr1a	-1.2192	-0.3445	0.3195	0.0753	0.0000	0.0014	0.0032	0.5225	5.9431	2.8695	2.4974	0.2819	DOWN	NO	NO	NO	0	1
ENSG00000138780	GSTCD	Gstcd	-1.2232	-0.6752	0.3193	-0.2550	0.0000	0.0000	0.0134	0.0687	8.9706	19.2510	1.8728	1.1629	DOWN	NO	NO	NO	0	1
ENSG00000196092	PAX5	Pax5	-2.3416	-0.4704	0.3170	0.5927	0.0000	0.0007	0.0023	0.0073	9.0773	3.1465	2.6343	2.1392	DOWN	NO	NO	NO	0	1
ENSG00000115840	SLC25A12	Slc25a12	-1.3674	-0.5572	0.3168	0.0877	0.0000	0.0000	0.0254	0.5243	11.1209	18.0660	1.5951	0.2804	DOWN	NO	NO	NO	0	1
ENSG00000176390	CRLF3	Crlf3	-1.1347	0.0747	0.3141	0.1892	0.0000	0.1205	0.0000	0.0148	10.1163	0.9191	4.3893	1.8290	DOWN	NO	NO	NO	0	1
ENSG00000137265	IRF4	Irf4	-0.1194	-0.4746	0.3127	-1.5207	0.6755	0.0000	0.0026	0.0000	0.1704	5.2104	2.5773	9.4498	NO	NO	NO	DOWN	0	1
ENSG00000108506	INTS2	Ints2	-1.2170	-0.4753	0.3101	-0.1444	0.0000	0.0000	0.0056	0.2431	11.8729	21.3516	2.2546	0.6142	DOWN	NO	NO	NO	0	1
ENSG00000170270	GON7	Gon7	-1.0260	-0.0180	0.3099	-0.0219	0.0000	0.8430	0.0297	0.9177	5.8447	0.0742	1.5277	0.0373	DOWN	NO	NO	NO	0	1
ENSG00000128059	PPAT	Ppat	-1.4931	-0.6130	0.3098	-0.2656	0.0000	0.0000	0.0006	0.0067	12.1029	17.5735	3.2427	2.1730	DOWN	NO	NO	NO	0	1
ENSG00000151131	C12orf45	D10Wsu102e	-1.1007	-0.4443	0.3095	0.0731	0.0000	0.0000	0.0000	0.2719	8.5952	13.3410	4.6799	0.5657	DOWN	NO	NO	NO	0	1
ENSG00000105640	RPL18A	Rpl18a	-0.6714	-1.1053	0.3069	-0.2835	0.0000	0.0000	0.0014	0.0036	4.9747	11.6819	2.8407	2.4412	NO	DOWN	NO	NO	0	1
ENSG00000165724	ZMYND19	Zmynd19	-1.8794	-0.8445	0.3068	-0.1179	0.0000	0.0000	0.0141	0.3270	12.0862	4.5436	1.8505	0.4855	DOWN	NO	NO	NO	0	1
ENSG00000105369	CD79A	Cd79a	-1.1815	-0.3383	0.3037	-0.5787	0.0001	0.2559	0.0018	0.0044	3.9484	0.5919	2.7481	2.3599	DOWN	NO	NO	NO	0	1
ENSG00000117519	CNN3	Cnn3	-1.2184	-0.8843	0.3015	0.5946	0.0001	0.0000	0.0002	0.0000	3.9497	7.5686	3.7156	7.3179	DOWN	NO	NO	NO	0	1
ENSG00000114423	CBLB	Cblb	-0.0179	-1.1105	0.2997	0.5964	0.9346	0.0000	0.0002	0.0000	0.0294	37.5058	3.8116	7.0773	NO	DOWN	NO	NO	0	1
ENSG00000108298	RPL19	Rpl19	-0.7181	-1.2205	0.2993	-0.0458	0.0000	0.0000	0.0003	0.5819	5.5800	48.4685	3.4851	0.2352	NO	DOWN	NO	NO	0	1
ENSG00000131899	LLGL1	Llgl1	-1.1799	-0.3179	0.2987	0.2265	0.0000	0.3356	0.0001	0.0015	7.4724	0.4742	3.9515	2.8219	DOWN	NO	NO	NO	0	1
ENSG00000133706	LARS	Lars	-2.0036	-0.6493	0.2965	0.1453	0.0000	0.0000	0.0009	0.0772	14.3696	28.4045	3.0599	1.1123	DOWN	NO	NO	NO	0	1
ENSG00000241878	PISD	Pisd	-1.5288	0.5327	0.2955	0.2176	0.0000	0.0000	0.0007	0.0084	8.3872	4.7011	3.1507	2.0743	DOWN	NO	NO	NO	0	1
ENSG00000009790	TRAF3IP3	Traf3ip3	-1.1294	-0.1548	0.2954	-0.0084	0.0000	0.0007	0.0014	0.9869	9.3830	3.1334	2.8466	0.0057	DOWN	NO	NO	NO	0	1
ENSG00000165934	CPSF2	Cpsf2	-1.2545	0.1374	0.2949	0.5649	0.0000	0.0006	0.0046	0.0000	11.1884	3.2570	2.3373	4.7520	DOWN	NO	NO	NO	0	1
ENSG00000168061	SAC3D1	Sac3d1	-2.1333	-0.1956	0.2944	0.0584	0.0000	0.6526	0.0162	0.6393	8.2549	0.1853	1.7902	0.1943	DOWN	NO	NO	NO	0	1
ENSG00000215845	TSTD1	Tstd1	-1.4341	-0.5105	0.2936	0.1438	0.0000	0.0004	0.0969	0.6066	8.7878	3.4147	1.0137	0.2171	DOWN	NO	NO	NO	0	1
ENSG00000100360	IFT27	Ift27	-1.5261	-0.6147	0.2922	-0.3154	0.0000	0.0000	0.1069	0.0881	8.8477	6.7905	0.9711	1.0550	DOWN	NO	NO	NO	0	1
ENSG00000142207	URB1	Urb1	-1.9111	-0.4860	0.2919	0.0651	0.0000	0.0000	0.0010	0.5112	11.7773	7.2097	3.0045	0.2914	DOWN	NO	NO	NO	0	1
ENSG00000074966	TXK	Txk	-1.2454	-0.9752	0.2916	0.9559	0.0000	0.0000	0.0132	0.0298	7.5243	27.6716	1.8805	1.5265	DOWN	NO	NO	NO	0	1
ENSG00000128951	DUT	Dut	-1.3598	-0.4367	0.2899	-0.4649	0.0000	0.0000	0.0169	0.0010	10.9872	6.5544	1.7722	3.0205	DOWN	NO	NO	NO	0	1
ENSG00000137168	PPIL1	Ppil1	-1.3836	-0.2420	0.2892	-0.2484	0.0000	0.0000	0.0053	0.0195	9.6596	4.9626	2.2752	1.7094	DOWN	NO	NO	NO	0	1
ENSG00000104356	POP1	Pop1	-1.9161	-0.3146	0.2876	-0.0392	0.0000	0.0000	0.0293	0.8018	12.8539	5.6180	1.5327	0.0959	DOWN	NO	NO	NO	0	1
ENSG00000143515	ATP8B2	Atp8b2	-2.2441	-0.6664	0.2868	-0.0091	0.0000	0.0000	0.0000	0.9003	14.1898	14.1451	4.6144	0.0456	DOWN	NO	NO	NO	0	1
ENSG00000164587	RPS14	Rps14	-0.4277	-1.0204	0.2866	-0.1900	0.0092	0.0000	0.0036	0.0481	2.0339	23.4535	2.4453	1.3177	NO	DOWN	NO	NO	0	1
ENSG00000149257	SERPINH1	Serpinh1	-1.3838	-0.0237	0.2865	0.3231	0.0000	0.9360	0.0083	0.0037	6.0339	0.0287	2.0817	2.4372	DOWN	NO	NO	NO	0	1
ENSG00000056050	HPF1	Hpf1	-1.0718	0.0733	0.2857	-0.0363	0.0000	0.3067	0.0005	0.6623	7.2924	0.5133	3.2844	0.1790	DOWN	NO	NO	NO	0	1
ENSG00000100804	PSMB5	Psmb5	-1.0031	0.2495	0.2844	0.1560	0.0000	0.0016	0.0012	0.0452	6.5918	2.7878	2.9104	1.3450	DOWN	NO	NO	NO	0	1
ENSG00000197498	RPF2	Rpf2	-1.0537	-0.4159	0.2839	0.3415	0.0000	0.0000	0.0517	0.0275	11.1267	7.0899	1.2869	1.5604	DOWN	NO	NO	NO	0	1
ENSG00000134504	KCTD1	Kctd1	-1.1277	0.0110	0.2825	0.0987	0.0001	0.9393	0.0170	0.3057	4.2950	0.0272	1.7686	0.5147	DOWN	NO	NO	NO	0	1
ENSG00000157303	SUSD3	Susd3	-1.0937	-0.7894	0.2816	-0.3582	0.0000	0.0000	0.0454	0.1053	8.6440	10.6757	1.3430	0.9778	DOWN	NO	NO	NO	0	1
ENSG00000053372	MRTO4	Mrto4	-1.2870	-0.5333	0.2811	0.0873	0.0000	0.0002	0.0243	0.5020	11.0675	3.6395	1.6141	0.2993	DOWN	NO	NO	NO	0	1
ENSG00000167112	TRUB2	Trub2	-1.6548	-0.6782	0.2806	0.2074	0.0000	0.0000	0.0015	0.0134	13.2464	11.8601	2.8186	1.8724	DOWN	NO	NO	NO	0	1
ENSG00000198755	RPL10A	Rpl10a	-0.9800	-1.6807	0.2800	-0.2104	0.0000	0.0000	0.0002	0.0035	6.5607	52.3098	3.6140	2.4574	NO	DOWN	NO	NO	0	1
ENSG00000174721	FGFBP3	Fgfbp3	-1.4452	-0.4154	0.2791	-0.0051	0.0000	0.0041	0.2162	0.9889	4.3605	2.3911	0.6651	0.0049	DOWN	NO	NO	NO	0	1
ENSG00000144736	SHQ1	Shq1	-1.4349	-0.3801	0.2769	0.0161	0.0000	0.0000	0.1379	0.9534	13.6440	13.3936	0.8605	0.0207	DOWN	NO	NO	NO	0	1
ENSG00000105185	PDCD5	Pdcd5	-1.0525	-0.6474	0.2765	0.4913	0.0000	0.0000	0.1056	0.0049	7.8928	17.6478	0.9765	2.3117	DOWN	NO	NO	NO	0	1
ENSG00000119900	OGFRL1	Ogfrl1	-1.3647	-0.6402	0.2759	0.4390	0.0000	0.0000	0.0041	0.0002	9.3116	13.0467	2.3884	3.7510	DOWN	NO	NO	NO	0	1
ENSG00000206053	JPT2	Jpt2	-2.1868	-0.5599	0.2754	0.2675	0.0000	0.0000	0.0008	0.0009	13.6904	16.0391	3.0921	3.0667	DOWN	NO	NO	NO	0	1
ENSG00000110042	DTX4	Dtx4	-0.8548	-1.1987	0.2749	0.0850	0.0004	0.0000	0.0085	0.4192	3.4397	19.2857	2.0722	0.3776	NO	DOWN	NO	NO	0	1
ENSG00000114491	UMPS	Umps	-1.5842	-0.5738	0.2734	-0.4096	0.0000	0.0000	0.0062	0.0006	12.9031	16.0200	2.2081	3.2558	DOWN	NO	NO	NO	0	1
ENSG00000151665	PIGF	Pigf	-1.1898	-0.2490	0.2732	-0.4688	0.0000	0.0000	0.1612	0.0285	7.8239	7.1630	0.7926	1.5448	DOWN	NO	NO	NO	0	1
ENSG00000185085	INTS5	Ints5	-1.0198	0.0111	0.2723	0.0036	0.0000	0.9704	0.0045	0.9803	6.9281	0.0131	2.3435	0.0086	DOWN	NO	NO	NO	0	1
ENSG00000174206	C12orf66	BC048403	-1.3003	-0.6377	0.2714	-0.0089	0.0000	0.0000	0.0290	0.9627	7.9066	16.1720	1.5376	0.0165	DOWN	NO	NO	NO	0	1
ENSG00000183010	PYCR1	Pycr1	0.2590	-1.0381	0.2710	-1.1577	0.5449	0.0028	0.2335	0.0000	0.2637	2.5592	0.6317	5.7959	NO	NO	NO	DOWN	0	1
ENSG00000198301	SDAD1	Sdad1	-1.3145	-0.4524	0.2710	0.3983	0.0000	0.0000	0.0005	0.0000	13.3915	15.8125	3.3084	4.8928	DOWN	NO	NO	NO	0	1
ENSG00000165055	METTL2B	Mettl2	-2.3146	-0.6868	0.2703	-0.0365	0.0000	0.0000	0.0010	0.6869	15.5229	23.1518	3.0145	0.1631	DOWN	NO	NO	NO	0	1
ENSG00000087995	METTL2A	Mettl2	-1.7864	-0.6440	0.2703	-0.0365	0.0000	0.0000	0.0010	0.6869	13.5421	16.8356	3.0145	0.1631	DOWN	NO	NO	NO	0	1
ENSG00000198677	TTC37	Ttc37	-1.0612	-0.4661	0.2703	0.2037	0.0000	0.0000	0.0204	0.0748	12.8539	19.3045	1.6906	1.1258	DOWN	NO	NO	NO	0	1
ENSG00000117395	EBNA1BP2	Ebna1bp2	-1.2137	-0.4567	0.2698	0.1096	0.0000	0.0000	0.0048	0.2334	9.1198	7.3969	2.3160	0.6320	DOWN	NO	NO	NO	0	1
ENSG00000181827	RFX7	Rfx7	-1.0158	-0.8871	0.2687	-0.0546	0.0000	0.0000	0.0005	0.4980	5.4330	35.7100	3.3097	0.3028	DOWN	NO	NO	NO	0	1
ENSG00000162063	CCNF	Ccnf	-1.4084	-0.7545	0.2680	-0.5056	0.0000	0.0000	0.0567	0.0011	6.7328	4.3665	1.2465	2.9410	DOWN	NO	NO	NO	0	1
ENSG00000108592	FTSJ3	Ftsj3	-1.1909	0.0101	0.2663	0.2382	0.0000	0.9398	0.0018	0.0057	9.8827	0.0270	2.7343	2.2411	DOWN	NO	NO	NO	0	1
ENSG00000125967	NECAB3	Necab3	-0.3823	-0.3279	0.2657	-1.4325	0.0666	0.2929	0.5073	0.0000	1.1763	0.5333	0.2948	4.3979	NO	NO	NO	DOWN	0	1
ENSG00000164985	PSIP1	Psip1	-1.0720	-0.5251	0.2657	-0.1306	0.0000	0.0000	0.0034	0.2077	12.5391	18.9393	2.4731	0.6825	DOWN	NO	NO	NO	0	1
ENSG00000159958	TNFRSF13C	Tnfrsf13c	-0.3258	-1.1857	0.2655	-0.1453	0.3442	0.0000	0.0006	0.6204	0.4632	12.5638	3.2421	0.2074	NO	DOWN	NO	NO	0	1
ENSG00000278619	MRM1	Mrm1	-2.4535	0.0921	0.2652	-0.2639	0.0000	0.7959	0.0030	0.0060	10.2874	0.0991	2.5192	2.2191	DOWN	NO	NO	NO	0	1
ENSG00000112578	BYSL	Bysl	-1.2491	-0.4591	0.2639	0.1589	0.0000	0.0063	0.0200	0.1672	6.4672	2.2033	1.6986	0.7768	DOWN	NO	NO	NO	0	1
ENSG00000150753	CCT5	Cct5	-1.4052	0.1001	0.2638	0.0005	0.0000	0.0197	0.0003	1.0000	7.8416	1.7065	3.5363	0.0000	DOWN	NO	NO	NO	0	1
ENSG00000116649	SRM	Srm	-1.0739	-0.0628	0.2632	-0.1725	0.0001	0.8739	0.0077	0.0659	4.2020	0.0585	2.1158	1.1812	DOWN	NO	NO	NO	0	1
ENSG00000213203	GIMAP1	Gimap1	-1.8070	-0.1178	0.2614	0.4189	0.0000	0.0049	0.0067	0.0239	10.9393	2.3075	2.1722	1.6213	DOWN	NO	NO	NO	0	1
ENSG00000183161	FANCF	Fancf	-1.6018	-0.2654	0.2613	-0.1180	0.0000	0.0000	0.1124	0.5077	11.8697	7.0137	0.9494	0.2944	DOWN	NO	NO	NO	0	1
ENSG00000100304	TTLL12	Ttll12	-1.5144	-0.4714	0.2599	-0.3044	0.0000	0.0402	0.0097	0.0025	9.7959	1.3957	2.0114	2.6054	DOWN	NO	NO	NO	0	1
ENSG00000197471	SPN	Spn	-1.5760	-0.2263	0.2593	0.2698	0.0000	0.0028	0.0155	0.0725	10.1096	2.5532	1.8101	1.1396	DOWN	NO	NO	NO	0	1
ENSG00000151500	THYN1	Thyn1	-1.3907	-0.5080	0.2575	0.1113	0.0000	0.0000	0.2423	0.6795	10.7011	12.7122	0.6156	0.1678	DOWN	NO	NO	NO	0	1
ENSG00000167862	MRPL58	Mrpl58	-1.0496	-0.1787	0.2572	0.1518	0.0000	0.0831	0.0259	0.2108	9.0405	1.0804	1.5864	0.6762	DOWN	NO	NO	NO	0	1
ENSG00000064933	PMS1	Pms1	-1.1190	-0.5929	0.2567	-0.3283	0.0000	0.0000	0.1734	0.1595	12.8386	20.3595	0.7609	0.7971	DOWN	NO	NO	NO	0	1
ENSG00000117632	STMN1	Stmn1	-1.2438	-0.8656	0.2565	-0.6299	0.0000	0.0000	0.0313	0.0000	6.7167	17.8356	1.5046	5.1361	DOWN	NO	NO	NO	0	1
ENSG00000177600	RPLP2	Rplp2	-0.1893	-1.1224	0.2564	-0.1026	0.2543	0.0000	0.0255	0.4327	0.5946	23.4660	1.5937	0.3638	NO	DOWN	NO	NO	0	1
